Timestamp,Age,Industry,Functional area of job,Job title,Additional context,Annual salary,Additional monetary compensation,Currency,Currency - other,Income - additional context,Country,State,City/region,Remote or on-site?,Unionized?,Years of experience,Years in field,Highest level of education,Gender,Race,Disabled?
4/8/2025 11:07:12,55-64,Health Care,Health Care,Occupational Therapist ,,93000,0,USD,,"Part-time, no benefits or PTO",United States,Minnesota,Twin Cities ,On-site,No,21-30 years,8-10 years,Master's degree,Woman,White,No
4/8/2025 11:07:13,55-64,Law Enforcement & Security,Operations management,Sales Operations Manager,,90000,,USD,,,United States,Alabama,Irondale (greater Metropolitan Birmingham),Hybrid,No,31-40 years,5-7 years,Bachelor's degree,Woman,White,No
4/8/2025 11:07:14,45-54,Education (Higher Education),Education (Higher Education),Director international student services ,,83000,,USD,,,United States,Illinois,Chicago,Hybrid,No,11-20 years,11-20 years,Master's degree,Woman,White,No
4/8/2025 11:07:15,55-64,Aerospace & Defense,Administration,Business manager,"All things business - accounting, contracts, AR, AP, proposals, HR, building lease, etc.",115000,0,USD,,,United States,Oklahoma,Oklahoma City,Hybrid,No,21-30 years,21-30 years,Bachelor's degree,Woman,White,No
4/8/2025 11:07:16,55-64,Computing or Tech,technical writer,Principal Technical Writer,,125000,,USD,,,United States,Massachusetts,Foxboro,Fully remote,No,31-40 years,31-40 years,Bachelor's degree,Woman,White,Not sure / it's complicated
4/8/2025 11:07:19,55-64,Food Service,Hospitality & Events,bartender,,42667,2000,USD,,part time; actual pay = $16K,United States,Mississippi,Amory,On-site,No,31-40 years,5-7 years,Bachelor's degree,Man,White,No
4/8/2025 11:07:20,45-54,Banking & Finance,Administration,Chief of Staff - Finance ,,160000,22000,USD,,,United States,Virginia,Richmond,Hybrid,No,21-30 years,11-20 years,Bachelor's degree,Woman,White,No
4/8/2025 11:07:21,18-24,Nonprofits,Communications,Public Engagement Coordinator,,52000,,USD,,,United States,Virginia,Richmond,Hybrid,No,2-4 years,2-4 years,Bachelor's degree,Woman,White,No
4/8/2025 11:07:25,45-54,Aerospace & Defense,Engineering,Senior Technical Director,,250000,0,USD,,,United States,New Jersey,Northeast New Jersey,On-site,No,21-30 years,21-30 years,Master's degree,Man,White,No
4/8/2025 11:07:27,25-34,"Galleries, Libraries, Archives & Museums","Galleries, Libraries, Archives & Museums",Cataloging Librarian,,67000,,USD,,,United States,Maryland,Baltimore,Hybrid,No,8-10 years,8-10 years,Master's degree,Woman,White,No
4/8/2025 11:07:28,35-44,Education (Early/Primary/Secondary),Education (Early/Primary/Secondary),Teacher,,62500,,USD,,,United States,Louisiana,Baton Rouge,On-site,Yes,11-20 years,11-20 years,Master's degree,Man,White,No
4/8/2025 11:07:29,45-54,Health Care,Computing or Tech,Manager sales operations,,125000,0,USD,,,United States,Oregon,Portland,Fully remote,No,31-40 years,21-30 years,Bachelor's degree,Non-binary,White,Yes
4/8/2025 11:07:30,35-44,Utilities & Telecommunications,Analytics ,Data Visualization Specialist ,,124500,12000,CAD,,,Canada,,"Calgary, AB",Hybrid,Yes,11-20 years,2-4 years,Bachelor's degree,Woman,"Native American or Alaska Native, White",No
4/8/2025 11:07:31,25-34,Computing or Tech,Health Care,Delivery Lead,Scrum Master ,49500,3150,GBP,,,United Kingdom,,Leeds,Fully remote,No,5-7 years,5-7 years,Bachelor's degree,Woman,White,No
4/8/2025 11:07:31,55-64,Sales,Sales,INSIDE SALES ,FASTENER DISTRIBUTOR,65,4,USD,,,United States,Massachusetts,BILLERICA,Hybrid,No,31-40 years,31-40 years,SECRETIAL 1YEAR - KATHERINE GIBBS,Woman,White,No
4/8/2025 11:07:31,45-54,Government & Public Administration,Law,Attorney,,178000,5000,USD,,,United States,Illinois,Peoria,On-site,No,11-20 years,11-20 years,"Professional degree (MD, JD, etc.)",Woman,White,No
4/8/2025 11:07:31,35-44,Education (Higher Education),Administration,Graduate Program Specialist,Admissions Team - Process graduate applications for full university for a portion of the alphabet,39933,2000,USD,,,United States,Tennessee,Johnson City,On-site,No,11-20 years,11-20 years,Bachelor's degree,Woman,White,No
4/8/2025 11:07:32,35-44,Law,Law,Attorney,,160000,,USD,,,United States,Wisconsin,Southeast ,Fully remote,No,8-10 years,8-10 years,"Professional degree (MD, JD, etc.)",Woman,White,
4/8/2025 11:07:33,18-24,Real Estate Management,Accounting,Accounting,"Officially accounting, but also introduced as the finance manager",125000,15000,USD,,,United States,New Jersey,Ocean County,On-site,No,2-4 years,2-4 years,Bachelor's degree,Woman,White,No
4/8/2025 11:07:36,35-44,Nonprofits,Nonprofits,"Senior Writer, Development",fundraising,86000,,USD,,,United States,Pennsylvania,Philadelphia,On-site,No,11-20 years,11-20 years,"Professional degree (MD, JD, etc.)",Woman,White,No
4/8/2025 11:07:39,35-44,Edtech,Operations,Vice President of Operations,,150000,,USD,,,United States,Massachusetts,Boston,Fully remote,No,11-20 years,5-7 years,Master's degree,Woman,White,No
4/8/2025 11:07:40,25-34,Health Care,Administration,Administrative Assistant,,61893,0,CAD,,My hours per week are 37.5,Canada,,"Toronto, ON",Hybrid,No,11-20 years,8-10 years,Master's degree,Woman,White,Not sure / it's complicated
4/8/2025 11:07:40,25-34,Health Care,Computing or Tech,Technical Support Specialist,,57000,800,USD,,,United States,North Carolina,Chapel Hill,On-site,No,5-7 years,2-4 years,Bachelor's degree,Non-binary,White,Yes
4/8/2025 11:07:40,35-44,Government & Public Administration,Government & Public Administration,Community Development Planner,,54000,0,USD,,,United States,Ohio,Cleveland,On-site,Yes,11-20 years,11-20 years,Bachelor's degree,Non-binary,White,No
4/8/2025 11:07:51,25-34,Computing or Tech,,Senior Software Engineer,,116800,28000,GBP,,,United Kingdom,,London,Hybrid,No,8-10 years,8-10 years,Bachelor's degree,Woman,Asian or Asian American,No
4/8/2025 11:07:52,25-34,Education (Higher Education),Administration,Administrative Aide,,66000,,USD,,,United States,New York,New York City,Hybrid,Yes,2-4 years,2-4 years,Master's degree,Man,White,Yes
4/8/2025 11:07:52,25-34,Nonprofits,Retail,E-Commerce Coordinator,,57508,0,CAD,,,Canada,,Toronto Ontario,Fully remote,No,8-10 years,8-10 years,Bachelor's degree,Woman,White,No
4/8/2025 11:07:54,25-34,Nonprofits,Government Affairs & Lobbying,Policy Manager,,82000,0,USD,,,United States,District of Columbia,"Washington, DC",Hybrid,No,5-7 years,5-7 years,Master's degree,Woman,White,No
4/8/2025 11:07:55,35-44,Education (Higher Education),Computing or Tech,Security Engineer III,,111000,0,USD,,,United States,Massachusetts,Boston,Fully remote,No,11-20 years,11-20 years,Bachelor's degree,Woman,White,No
4/8/2025 11:07:56,55-64,Computing or Tech,Computing or Tech,"Director, Client Services",,77500,5000,USD,,,United States,Maine,"Lewiston, ME",Fully remote,,41 years or more,11-20 years,Some college,Woman,White,No
4/8/2025 11:07:57,25-34,Education (Higher Education),Development/Fundraising,Assistant Director of Annual Giving,,78500,,USD,,,United States,New York,New York City,Hybrid,No,8-10 years,8-10 years,Bachelor's degree,Woman,White,No
4/8/2025 11:07:58,25-34,Education (Early/Primary/Secondary),Education (Early/Primary/Secondary),Preschool Teacher,,41600,,USD,,,United States,Colorado,Denver ,On-site,No,8-10 years,5-7 years,Bachelor's degree,Woman,White,No
4/8/2025 11:08:03,35-44,Business or Consulting,Engineering,Project Engineer 2,Mid-level project manager,79000,2500,USD,,,United States,Minnesota,Minneapolis,Hybrid,No,11-20 years,8-10 years,Master's degree,Woman,White,No
4/8/2025 11:08:05,35-44,Education (Early/Primary/Secondary),Education (Early/Primary/Secondary),Teacher,High school (secondary) math,52000,0,USD,,,United States,Indiana,Indianapolis,On-site,Yes,11-20 years,2-4 years,Master's degree,Man,White,No
4/8/2025 11:08:08,35-44,Computing or Tech,Communications,Principal Content Editor,Technical editor (not marketing),125000,20000,USD,,,United States,Massachusetts,Boston,Hybrid,No,11-20 years,11-20 years,Bachelor's degree,Woman,White,No
4/8/2025 11:08:09,35-44,Engineering,Administration,Administrative Assistant,,68000,0,USD,,,United States,Oregon,Portland Metro,On-site,No,21-30 years,11-20 years,Master's degree,Non-binary,White,No
4/8/2025 11:08:10,35-44,Business or Consulting,Business or Consulting,Consultant,,60000,5000,USD,,,United States,Oklahoma,Tulsa,Other/it's complicated,No,11-20 years,2-4 years,Master's degree,Woman,"Hispanic, Latino, or Spanish origin",No
4/8/2025 11:08:14,35-44,Health Care,Administration,Administrator,Practice Manager,70000,25000,USD,,,United States,Nebraska,Omaha,On-site,No,11-20 years,11-20 years,Bachelor's degree,Woman,White,No
4/8/2025 11:08:21,35-44,Education (Higher Education),Education (Higher Education),Assistant Professor of Anthropology,,64000,2000,USD,,,United States,Virginia,"Richmond, Virginia",On-site,No,11-20 years,11-20 years,Doctorate,Woman,White,Yes
4/8/2025 11:08:22,45-54,Media & Digital,"Galleries, Libraries, Archives & Museums",Taxonomist,,82000,11000,USD,,,United States,Massachusetts,Boston,Hybrid,No,31-40 years,21-30 years,Master's degree,Woman,White,No
4/8/2025 11:08:23,35-44,Medical communications,Science,Associate Medical Director,I'm a content manager at a medical communications agency. I do not work directly in a healthcare space,132080,2500,USD,,,United States,Michigan,Greater Lansing area,Fully remote,No,11-20 years,5-7 years,Doctorate,Woman,White,Yes
4/8/2025 11:08:23,35-44,Education (Higher Education),Communications,Communications Coordinator,,42000,,USD,,,United States,New York,Upstate New York,On-site,No,11-20 years,8-10 years,Bachelor's degree,Woman,White,Yes
4/8/2025 11:08:24,25-34,Government & Public Administration,Government & Public Administration,Research Director ,I am the director of a committee in the Massachusetts State House ,67377,0,USD,,,United States,Massachusetts,Boston,Hybrid,No,5-7 years,5-7 years,Master's degree,Woman,White,Yes
4/8/2025 11:08:26,35-44,"Galleries, Libraries, Archives & Museums","Galleries, Libraries, Archives & Museums",Library Services Supervisor,,60930,0,USD,,,United States,Maryland,Baltimore,On-site,Yes,11-20 years,11-20 years,Master's degree,Other or prefer not to answer,White,No
4/8/2025 11:08:26,25-34,Engineering,Utilities & Telecommunications,Assistant Electric Designer,Engineer w/o degree,71000,25000,USD,,,United States,Ohio,Columbus,On-site,No,5-7 years,5-7 years,Bachelor's degree,Woman,White,No
4/8/2025 11:08:26,25-34,Education (Early/Primary/Secondary),Education (Early/Primary/Secondary),Math/CS High School Teacher,,69500,20000,USD,,,United States,Florida,Fort Lauderdale ,On-site,No,8-10 years,8-10 years,Master's degree,Man,White,No
4/8/2025 11:08:35,55-64,Insurance,Insurance,Team Lead,I am a team lead in operations for a health insurance company,51000,5000,USD,,,United States,Minnesota,Minneapolis,Fully remote,No,31-40 years,2-4 years,Master's degree,Woman,White,No
4/8/2025 11:08:37,25-34,Aerospace & Defense,Aerospace & Defense,Geospatial Analyst,Aerospace mapping/data maintenance,91000,10000,USD,,"part OT, part bonus, both variable",United States,Washington,Seattle,Fully remote,No,8-10 years,5-7 years,Master's degree,Woman,White,No
4/8/2025 11:08:39,35-44,Education (Early/Primary/Secondary),Research ,Research Associate ,,116000,4000,USD,,,United States,California,Bay Area,Fully remote,No,11-20 years,11-20 years,Master's degree,Woman,White,No
4/8/2025 11:08:41,65 or over,Computing or Tech,Sales,Senior Proposal Manager,,125000,4000,USD,,,United States,Virginia,Northern Virginia,Fully remote,No,41 years or more,31-40 years,Master's degree,Woman,White,Not sure / it's complicated
4/8/2025 11:08:43,55-64,Retail,Visual Merchandising,Visual Merchandising Manager,,75000,0,USD,,,United States,Virginia,Norfolk,On-site,No,41 years or more,31-40 years,Some college,Woman,White,No
4/8/2025 11:08:45,35-44,Government & Public Administration,Utilities & Telecommunications,Utility Clerk,Accounts Receivable & Billing,50440,,USD,,,United States,Pennsylvania,Northwest PA,On-site,No,8-10 years,8-10 years,Bachelor's degree,Woman,White,No
4/8/2025 11:08:48,45-54,Health Care,Computing or Tech,Analytics Integration Engineer,"I mostly say ""data analysis"", though i'm now moving data around more than analyzing its meaning",97000,,USD,,,United States,Massachusetts,Berkshire County,Hybrid,No,21-30 years,11-20 years,Bachelor's degree,Woman,White,No
4/8/2025 11:08:49,45-54,Government & Public Administration,Utilities & Telecommunications,CUSTOMER SERVICE CLERK,,49000,0,USD,,,United States,Ohio,LOGAN COUNTY,On-site,No,21-30 years,2-4 years,Bachelor's degree,Woman,White,No
4/8/2025 11:08:50,25-34,Education (Higher Education),"Galleries, Libraries, Archives & Museums",Instruction librarian,,80000,0,USD,,,United States,,why is this required when country and state aren't?,Other/it's complicated,Yes,8-10 years,8-10 years,Master's degree,Other or prefer not to answer,White,Not sure / it's complicated
4/8/2025 11:08:50,35-44,Government & Public Administration,Science,Biologist,,150000,6000,CAD,,,Canada,,Northwest Territories,On-site,Yes,11-20 years,11-20 years,Master's degree,Woman,White,No
4/8/2025 11:08:53,25-34,Biotechnology & Pharma,Biotechnology & Pharma,People Business Partner,,130000,13000,USD,,,United States,New York,"Syracuse, NY",Fully remote,No,11-20 years,11-20 years,Master's degree,Woman,White,No
4/8/2025 11:08:53,25-34,Property or Construction,Administration,Administrative Assistant II,,69000,3000,USD,,,United States,District of Columbia,Washington DC,On-site,No,8-10 years,2-4 years,Bachelor's degree,Woman,White,No
4/8/2025 11:08:54,35-44,Law,Law,Lawyer,Shareholder in law firm,220000,45000,USD,,,United States,Wisconsin,Milwaukee,Hybrid,No,11-20 years,11-20 years,"Professional degree (MD, JD, etc.)",Woman,White,No
4/8/2025 11:08:55,25-34,Education (Early/Primary/Secondary),Education (Early/Primary/Secondary),Science teacher,,130000,300,USD,,,United States,California,Bay Area / Peninsula ,On-site,Yes,8-10 years,8-10 years,Master's degree,Man,"Hispanic, Latino, or Spanish origin",Not sure / it's complicated
4/8/2025 11:08:57,25-34,Government & Public Administration,Government & Public Administration,Senior Hearing Representative,"If a party (claimant or employer) is denied or allowed UI benefits and the other party disagrees, I prepare the case file for a hearing, and depending on specific facts of the case, represent the DOL in the hearing. ",74000,,USD,,,United States,New York,New York City,Hybrid,Yes,5-7 years,2-4 years,Bachelor's degree,Man,White,No
4/8/2025 11:09:00,25-34,Accounting,Operations,Workforce Scheduler,,78000,,USD,,,United States,District of Columbia,Washington DC,Hybrid,No,8-10 years,2-4 years,Bachelor's degree,Woman,White,No
4/8/2025 11:09:01,45-54,Government & Public Administration,Accounting,Director of Finance and Resources ,,140000,0,GBP,,,United Kingdom,,London,Fully remote,No,21-30 years,21-30 years,"Professional degree (MD, JD, etc.)",Woman,White,Not sure / it's complicated
4/8/2025 11:09:03,45-54,Education (Higher Education),Accounting,Financial Analyst,,71000,3000,USD,,,United States,Michigan,-,Fully remote,No,21-30 years,11-20 years,Bachelor's degree,"Woman, Non-binary",White,Yes
4/8/2025 11:09:04,45-54,Utilities & Telecommunications,Computing or Tech,Data Engineer II,,139000,650,USD,,,United States,Washington,Seattle,Fully remote,No,21-30 years,11-20 years,Master's degree,Woman,White,No
4/8/2025 11:09:04,45-54,Law,Computing or Tech,Salesforce Specialist,,53000,3000,USD,,,United States,Kentucky,Lexington,Fully remote,No,11-20 years,2-4 years,Master's degree,Man,White,No
4/8/2025 11:09:05,35-44,Education (Higher Education),Education (Higher Education),Instructor ,Non-tenure track faculty ,75000,7500,USD,,"Additional income from summer teaching, which is optional ",United States,Oklahoma,Tulsa,On-site,No,11-20 years,5-7 years,Doctorate,Woman,"Asian or Asian American, Native Hawaiian or other Pacific Islander, White",No
4/8/2025 11:09:05,55-64,Transport or Logistics,Administration,Executive Assistant,,85000,0,USD,,,United States,Texas,Dallas,On-site,No,31-40 years,21-30 years,Bachelor's degree,Woman,White,No
4/8/2025 11:09:06,35-44,Government & Public Administration,Government & Public Administration,Director,Senior manager,195200,5000,USD,,,United States,District of Columbia,"Washington, D.C.",On-site,No,11-20 years,11-20 years,Master's degree,Woman,White,No
4/8/2025 11:09:07,35-44,Social Work,Social Work,Intake and Engagement Assistant ,,37315,0,USD,,,United States,Tennessee,Memphis ,On-site,No,11-20 years,1 year or less,Master's degree,Woman,White,No
4/8/2025 11:09:10,55-64,Insurance,Insurance,Agent,,110000,30000,USD,,,United States,Texas,Lubbock,Other/it's complicated,No,21-30 years,21-30 years,Bachelor's degree,Woman,White,No
